product_id,image_path,category,product_name
chair_26_1771054530255,data/images\chair_26_1771054530255.jpg,chair,chair_26_1771054530255
chair_27_1771054531197,data/images\chair_27_1771054531197.jpg,chair,chair_27_1771054531197
chair_28_1771054530923,data/images\chair_28_1771054530923.jpg,chair,chair_28_1771054530923
chair_29_1771054531417,data/images\chair_29_1771054531417.jpg,chair,chair_29_1771054531417
chair_2_1771054524741,data/images\chair_2_1771054524741.jpg,chair,chair_2_1771054524741
chair_30_1771054531163,data/images\chair_30_1771054531163.jpg,chair,chair_30_1771054531163
chair_31_1771054531227,data/images\chair_31_1771054531227.jpg,chair,chair_31_1771054531227
chair_32_1771054531834,data/images\chair_32_1771054531834.jpg,chair,chair_32_1771054531834
chair_33_1771054531954,data/images\chair_33_1771054531954.jpg,chair,chair_33_1771054531954
chair_34_1771054532335,data/images\chair_34_1771054532335.jpg,chair,chair_34_1771054532335
chair_35_1771054532578,data/images\chair_35_1771054532578.jpg,chair,chair_35_1771054532578
chair_36_1771054532417,data/images\chair_36_1771054532417.jpg,chair,chair_36_1771054532417
chair_37_1771054532930,data/images\chair_37_1771054532930.jpg,chair,chair_37_1771054532930
chair_38_1771054533267,data/images\chair_38_1771054533267.jpg,chair,chair_38_1771054533267
chair_39_1771054533409,data/images\chair_39_1771054533409.jpg,chair,chair_39_1771054533409
chair_3_1771054525158,data/images\chair_3_1771054525158.jpg,chair,chair_3_1771054525158
chair_40_1771054533477,data/images\chair_40_1771054533477.jpg,chair,chair_40_1771054533477
chair_41_1771054533660,data/images\chair_41_1771054533660.jpg,chair,chair_41_1771054533660
chair_42_1771054534401,data/images\chair_42_1771054534401.jpg,chair,chair_42_1771054534401
chair_43_1771054534415,data/images\chair_43_1771054534415.jpg,chair,chair_43_1771054534415
chair_44_1771054534455,data/images\chair_44_1771054534455.jpg,chair,chair_44_1771054534455
chair_45_1771054534435,data/images\chair_45_1771054534435.jpg,chair,chair_45_1771054534435
chair_46_1771054534579,data/images\chair_46_1771054534579.jpg,chair,chair_46_1771054534579
chair_47_1771054535447,data/images\chair_47_1771054535447.jpg,chair,chair_47_1771054535447
chair_48_1771054535347,data/images\chair_48_1771054535347.jpg,chair,chair_48_1771054535347
chair_49_1771054535319,data/images\chair_49_1771054535319.jpg,chair,chair_49_1771054535319
chair_4_1771054525313,data/images\chair_4_1771054525313.jpg,chair,chair_4_1771054525313
chair_5_1771054525857,data/images\chair_5_1771054525857.jpg,chair,chair_5_1771054525857
chair_6_1771054525641,data/images\chair_6_1771054525641.jpg,chair,chair_6_1771054525641
chair_7_1771054526056,data/images\chair_7_1771054526056.jpg,chair,chair_7_1771054526056
chair_8_1771054526302,data/images\chair_8_1771054526302.jpg,chair,chair_8_1771054526302
chair_9_1771054526575,data/images\chair_9_1771054526575.jpg,chair,chair_9_1771054526575
headphones_0_1771054501377,data/images\headphones_0_1771054501377.jpg,headphones,headphones_0_1771054501377
headphones_10_1771054503505,data/images\headphones_10_1771054503505.jpg,headphones,headphones_10_1771054503505
headphones_11_1771054503563,data/images\headphones_11_1771054503563.jpg,headphones,headphones_11_1771054503563
headphones_12_1771054503617,data/images\headphones_12_1771054503617.jpg,headphones,headphones_12_1771054503617
headphones_13_1771054503706,data/images\headphones_13_1771054503706.jpg,headphones,headphones_13_1771054503706
headphones_14_1771054504491,data/images\headphones_14_1771054504491.jpg,headphones,headphones_14_1771054504491
headphones_15_1771054505054,data/images\headphones_15_1771054505054.jpg,headphones,headphones_15_1771054505054
headphones_16_1771054505054,data/images\headphones_16_1771054505054.jpg,headphones,headphones_16_1771054505054
headphones_17_1771054504694,data/images\headphones_17_1771054504694.jpg,headphones,headphones_17_1771054504694
headphones_18_1771054504969,data/images\headphones_18_1771054504969.jpg,headphones,headphones_18_1771054504969
headphones_19_1771054505716,data/images\headphones_19_1771054505716.jpg,headphones,headphones_19_1771054505716
headphones_1_1771054501724,data/images\headphones_1_1771054501724.jpg,headphones,headphones_1_1771054501724
headphones_20_1771054505683,data/images\headphones_20_1771054505683.jpg,headphones,headphones_20_1771054505683
headphones_21_1771054506051,data/images\headphones_21_1771054506051.jpg,headphones,headphones_21_1771054506051
headphones_22_1771054505848,data/images\headphones_22_1771054505848.jpg,headphones,headphones_22_1771054505848
headphones_23_1771054506485,data/images\headphones_23_1771054506485.jpg,headphones,headphones_23_1771054506485
headphones_24_1771054506850,data/images\headphones_24_1771054506850.jpg,headphones,headphones_24_1771054506850
headphones_25_1771054506646,data/images\headphones_25_1771054506646.jpg,headphones,headphones_25_1771054506646
headphones_26_1771054506900,data/images\headphones_26_1771054506900.jpg,headphones,headphones_26_1771054506900
headphones_27_1771054507435,data/images\headphones_27_1771054507435.jpg,headphones,headphones_27_1771054507435
headphones_28_1771054507609,data/images\headphones_28_1771054507609.jpg,headphones,headphones_28_1771054507609
headphones_29_1771054507747,data/images\headphones_29_1771054507747.jpg,headphones,headphones_29_1771054507747
headphones_2_1771054501523,data/images\headphones_2_1771054501523.jpg,headphones,headphones_2_1771054501523
headphones_30_1771054508054,data/images\headphones_30_1771054508054.jpg,headphones,headphones_30_1771054508054
headphones_31_1771054507902,data/images\headphones_31_1771054507902.jpg,headphones,headphones_31_1771054507902
headphones_32_1771054508445,data/images\headphones_32_1771054508445.jpg,headphones,headphones_32_1771054508445
headphones_33_1771054508398,data/images\headphones_33_1771054508398.jpg,headphones,headphones_33_1771054508398
headphones_34_1771054508677,data/images\headphones_34_1771054508677.jpg,headphones,headphones_34_1771054508677
headphones_35_1771054508939,data/images\headphones_35_1771054508939.jpg,headphones,headphones_35_1771054508939
headphones_36_1771054509287,data/images\headphones_36_1771054509287.jpg,headphones,headphones_36_1771054509287
headphones_37_1771054509740,data/images\headphones_37_1771054509740.jpg,headphones,headphones_37_1771054509740
headphones_38_1771054509524,data/images\headphones_38_1771054509524.jpg,headphones,headphones_38_1771054509524
headphones_39_1771054509915,data/images\headphones_39_1771054509915.jpg,headphones,headphones_39_1771054509915
headphones_3_1771054501775,data/images\headphones_3_1771054501775.jpg,headphones,headphones_3_1771054501775
headphones_40_1771054510289,data/images\headphones_40_1771054510289.jpg,headphones,headphones_40_1771054510289
headphones_41_1771054510600,data/images\headphones_41_1771054510600.jpg,headphones,headphones_41_1771054510600
headphones_42_1771054510558,data/images\headphones_42_1771054510558.jpg,headphones,headphones_42_1771054510558
headphones_43_1771054511223,data/images\headphones_43_1771054511223.jpg,headphones,headphones_43_1771054511223
headphones_44_1771054510959,data/images\headphones_44_1771054510959.jpg,headphones,headphones_44_1771054510959
headphones_45_1771054511245,data/images\headphones_45_1771054511245.jpg,headphones,headphones_45_1771054511245
headphones_46_1771054511451,data/images\headphones_46_1771054511451.jpg,headphones,headphones_46_1771054511451
headphones_47_1771054511594,data/images\headphones_47_1771054511594.jpg,headphones,headphones_47_1771054511594
headphones_48_1771054512015,data/images\headphones_48_1771054512015.jpg,headphones,headphones_48_1771054512015
headphones_49_1771054512543,data/images\headphones_49_1771054512543.jpg,headphones,headphones_49_1771054512543
headphones_4_1771054502512,data/images\headphones_4_1771054502512.jpg,headphones,headphones_4_1771054502512
headphones_5_1771054502595,data/images\headphones_5_1771054502595.jpg,headphones,headphones_5_1771054502595
headphones_6_1771054502588,data/images\headphones_6_1771054502588.jpg,headphones,headphones_6_1771054502588
headphones_7_1771054502814,data/images\headphones_7_1771054502814.jpg,headphones,headphones_7_1771054502814
headphones_8_1771054502718,data/images\headphones_8_1771054502718.jpg,headphones,headphones_8_1771054502718
headphones_9_1771054503864,data/images\headphones_9_1771054503864.jpg,headphones,headphones_9_1771054503864
lamp_0_1771054535750,data/images\lamp_0_1771054535750.jpg,lamp,lamp_0_1771054535750
lamp_10_1771054539072,data/images\lamp_10_1771054539072.jpg,lamp,lamp_10_1771054539072
lamp_11_1771054539398,data/images\lamp_11_1771054539398.jpg,lamp,lamp_11_1771054539398
lamp_12_1771054540702,data/images\lamp_12_1771054540702.jpg,lamp,lamp_12_1771054540702
lamp_13_1771054540905,data/images\lamp_13_1771054540905.jpg,lamp,lamp_13_1771054540905
lamp_14_1771054540675,data/images\lamp_14_1771054540675.jpg,lamp,lamp_14_1771054540675
lamp_15_1771054540457,data/images\lamp_15_1771054540457.jpg,lamp,lamp_15_1771054540457
lamp_16_1771054540321,data/images\lamp_16_1771054540321.jpg,lamp,lamp_16_1771054540321
lamp_17_1771054541679,data/images\lamp_17_1771054541679.jpg,lamp,lamp_17_1771054541679
lamp_18_1771054541532,data/images\lamp_18_1771054541532.jpg,lamp,lamp_18_1771054541532
lamp_19_1771054541510,data/images\lamp_19_1771054541510.jpg,lamp,lamp_19_1771054541510
lamp_1_1771054535643,data/images\lamp_1_1771054535643.jpg,lamp,lamp_1_1771054535643
lamp_20_1771054541540,data/images\lamp_20_1771054541540.jpg,lamp,lamp_20_1771054541540
lamp_21_1771054542224,data/images\lamp_21_1771054542224.jpg,lamp,lamp_21_1771054542224
lamp_22_1771054542807,data/images\lamp_22_1771054542807.jpg,lamp,lamp_22_1771054542807
lamp_23_1771054542679,data/images\lamp_23_1771054542679.jpg,lamp,lamp_23_1771054542679
lamp_24_1771054542894,data/images\lamp_24_1771054542894.jpg,lamp,lamp_24_1771054542894
lamp_25_1771054543071,data/images\lamp_25_1771054543071.jpg,lamp,lamp_25_1771054543071
lamp_26_1771054543339,data/images\lamp_26_1771054543339.jpg,lamp,lamp_26_1771054543339
lamp_27_1771054543749,data/images\lamp_27_1771054543749.jpg,lamp,lamp_27_1771054543749
lamp_28_1771054543888,data/images\lamp_28_1771054543888.jpg,lamp,lamp_28_1771054543888
lamp_29_1771054543689,data/images\lamp_29_1771054543689.jpg,lamp,lamp_29_1771054543689
lamp_2_1771054537044,data/images\lamp_2_1771054537044.jpg,lamp,lamp_2_1771054537044
lamp_30_1771054543972,data/images\lamp_30_1771054543972.jpg,lamp,lamp_30_1771054543972
lamp_31_1771054544463,data/images\lamp_31_1771054544463.jpg,lamp,lamp_31_1771054544463
lamp_32_1771054544588,data/images\lamp_32_1771054544588.jpg,lamp,lamp_32_1771054544588
lamp_33_1771054544740,data/images\lamp_33_1771054544740.jpg,lamp,lamp_33_1771054544740
lamp_34_1771054544745,data/images\lamp_34_1771054544745.jpg,lamp,lamp_34_1771054544745
lamp_35_1771054545355,data/images\lamp_35_1771054545355.jpg,lamp,lamp_35_1771054545355
lamp_36_1771054545738,data/images\lamp_36_1771054545738.jpg,lamp,lamp_36_1771054545738
lamp_37_1771054545486,data/images\lamp_37_1771054545486.jpg,lamp,lamp_37_1771054545486
lamp_38_1771054545586,data/images\lamp_38_1771054545586.jpg,lamp,lamp_38_1771054545586
lamp_39_1771054546052,data/images\lamp_39_1771054546052.jpg,lamp,lamp_39_1771054546052
lamp_3_1771054537201,data/images\lamp_3_1771054537201.jpg,lamp,lamp_3_1771054537201
lamp_40_1771054546486,data/images\lamp_40_1771054546486.jpg,lamp,lamp_40_1771054546486
lamp_41_1771054546479,data/images\lamp_41_1771054546479.jpg,lamp,lamp_41_1771054546479
lamp_42_1771054546488,data/images\lamp_42_1771054546488.jpg,lamp,lamp_42_1771054546488
lamp_43_1771054546559,data/images\lamp_43_1771054546559.jpg,lamp,lamp_43_1771054546559
lamp_44_1771054546921,data/images\lamp_44_1771054546921.jpg,lamp,lamp_44_1771054546921
lamp_45_1771054547186,data/images\lamp_45_1771054547186.jpg,lamp,lamp_45_1771054547186
lamp_46_1771054547402,data/images\lamp_46_1771054547402.jpg,lamp,lamp_46_1771054547402
lamp_47_1771054547587,data/images\lamp_47_1771054547587.jpg,lamp,lamp_47_1771054547587
lamp_48_1771054547453,data/images\lamp_48_1771054547453.jpg,lamp,lamp_48_1771054547453
lamp_49_1771054547723,data/images\lamp_49_1771054547723.jpg,lamp,lamp_49_1771054547723
lamp_4_1771054537575,data/images\lamp_4_1771054537575.jpg,lamp,lamp_4_1771054537575
lamp_5_1771054537393,data/images\lamp_5_1771054537393.jpg,lamp,lamp_5_1771054537393
lamp_6_1771054537955,data/images\lamp_6_1771054537955.jpg,lamp,lamp_6_1771054537955
lamp_7_1771054539013,data/images\lamp_7_1771054539013.jpg,lamp,lamp_7_1771054539013
lamp_8_1771054539193,data/images\lamp_8_1771054539193.jpg,lamp,lamp_8_1771054539193
lamp_9_1771054539383,data/images\lamp_9_1771054539383.jpg,lamp,lamp_9_1771054539383
laptop_0_1771054512224,data/images\laptop_0_1771054512224.jpg,laptop,laptop_0_1771054512224
laptop_10_1771054514461,data/images\laptop_10_1771054514461.jpg,laptop,laptop_10_1771054514461
laptop_11_1771054515179,data/images\laptop_11_1771054515179.jpg,laptop,laptop_11_1771054515179
laptop_12_1771054516247,data/images\laptop_12_1771054516247.jpg,laptop,laptop_12_1771054516247
laptop_13_1771054516279,data/images\laptop_13_1771054516279.jpg,laptop,laptop_13_1771054516279
laptop_14_1771054516429,data/images\laptop_14_1771054516429.jpg,laptop,laptop_14_1771054516429
laptop_15_1771054516239,data/images\laptop_15_1771054516239.jpg,laptop,laptop_15_1771054516239
laptop_16_1771054516977,data/images\laptop_16_1771054516977.jpg,laptop,laptop_16_1771054516977
laptop_17_1771054517191,data/images\laptop_17_1771054517191.jpg,laptop,laptop_17_1771054517191
laptop_18_1771054517203,data/images\laptop_18_1771054517203.jpg,laptop,laptop_18_1771054517203
laptop_19_1771054517242,data/images\laptop_19_1771054517242.jpg,laptop,laptop_19_1771054517242
laptop_1_1771054512895,data/images\laptop_1_1771054512895.jpg,laptop,laptop_1_1771054512895
laptop_20_1771054517829,data/images\laptop_20_1771054517829.jpg,laptop,laptop_20_1771054517829
laptop_21_1771054517872,data/images\laptop_21_1771054517872.jpg,laptop,laptop_21_1771054517872
laptop_22_1771054518238,data/images\laptop_22_1771054518238.jpg,laptop,laptop_22_1771054518238
laptop_23_1771054518269,data/images\laptop_23_1771054518269.jpg,laptop,laptop_23_1771054518269
laptop_24_1771054518185,data/images\laptop_24_1771054518185.jpg,laptop,laptop_24_1771054518185
laptop_25_1771054518728,data/images\laptop_25_1771054518728.jpg,laptop,laptop_25_1771054518728
laptop_26_1771054518781,data/images\laptop_26_1771054518781.jpg,laptop,laptop_26_1771054518781
laptop_27_1771054519363,data/images\laptop_27_1771054519363.jpg,laptop,laptop_27_1771054519363
laptop_28_1771054519401,data/images\laptop_28_1771054519401.jpg,laptop,laptop_28_1771054519401
laptop_29_1771054519562,data/images\laptop_29_1771054519562.jpg,laptop,laptop_29_1771054519562
laptop_2_1771054512479,data/images\laptop_2_1771054512479.jpg,laptop,laptop_2_1771054512479
laptop_30_1771054519783,data/images\laptop_30_1771054519783.jpg,laptop,laptop_30_1771054519783
laptop_31_1771054519894,data/images\laptop_31_1771054519894.jpg,laptop,laptop_31_1771054519894
laptop_32_1771054520589,data/images\laptop_32_1771054520589.jpg,laptop,laptop_32_1771054520589
laptop_33_1771054520836,data/images\laptop_33_1771054520836.jpg,laptop,laptop_33_1771054520836
laptop_34_1771054521003,data/images\laptop_34_1771054521003.jpg,laptop,laptop_34_1771054521003
laptop_35_1771054520960,data/images\laptop_35_1771054520960.jpg,laptop,laptop_35_1771054520960
laptop_36_1771054520951,data/images\laptop_36_1771054520951.jpg,laptop,laptop_36_1771054520951
laptop_37_1771054521551,data/images\laptop_37_1771054521551.jpg,laptop,laptop_37_1771054521551
laptop_38_1771054521928,data/images\laptop_38_1771054521928.jpg,laptop,laptop_38_1771054521928
laptop_39_1771054521838,data/images\laptop_39_1771054521838.jpg,laptop,laptop_39_1771054521838
laptop_3_1771054513143,data/images\laptop_3_1771054513143.jpg,laptop,laptop_3_1771054513143
laptop_40_1771054522053,data/images\laptop_40_1771054522053.jpg,laptop,laptop_40_1771054522053
laptop_41_1771054522122,data/images\laptop_41_1771054522122.jpg,laptop,laptop_41_1771054522122
laptop_42_1771054522967,data/images\laptop_42_1771054522967.jpg,laptop,laptop_42_1771054522967
laptop_43_1771054522920,data/images\laptop_43_1771054522920.jpg,laptop,laptop_43_1771054522920
laptop_44_1771054522741,data/images\laptop_44_1771054522741.jpg,laptop,laptop_44_1771054522741
laptop_45_1771054523472,data/images\laptop_45_1771054523472.jpg,laptop,laptop_45_1771054523472
laptop_46_1771054523256,data/images\laptop_46_1771054523256.jpg,laptop,laptop_46_1771054523256
laptop_47_1771054523805,data/images\laptop_47_1771054523805.jpg,laptop,laptop_47_1771054523805
laptop_48_1771054523942,data/images\laptop_48_1771054523942.jpg,laptop,laptop_48_1771054523942
laptop_49_1771054523860,data/images\laptop_49_1771054523860.jpg,laptop,laptop_49_1771054523860
laptop_4_1771054513158,data/images\laptop_4_1771054513158.jpg,laptop,laptop_4_1771054513158
